Graph,n,m,minDeg,maxDeg,Time,Heuristics,variable,value
"IEit|~n~w
",10,34,3,9,0.0009911060333251953,0,RecursiveSolvable,0.0
"IEit|~}~w
",10,34,3,9,0.0014848709106445312,0,RecursiveSolvable,0.0
"IEit|~~~w
",10,35,3,9,0.0004918575286865234,0,RecursiveSolvable,0.0
"IEit~Z~~w
",10,34,4,9,0.0004253387451171875,0,RecursiveSolvable,0.0
"IEit~^n~w
",10,34,4,9,0.0005350112915039062,0,RecursiveSolvable,0.0
"IEit~^}~w
",10,34,4,9,0.00038170814514160156,0,RecursiveSolvable,0.0
"IEit~^~~w
",10,35,4,9,0.0006232261657714844,0,RecursiveSolvable,0.0
"IEit~zn~w
",10,34,4,9,0.001485586166381836,0,RecursiveSolvable,0.0
"IEit~z|~w
",10,34,4,9,0.0008869171142578125,0,RecursiveSolvable,0.0
"IEit~z}~w
",10,34,2,9,0.002498149871826172,1,RecursiveSolvable,1.0
"IEit~z~~w
",10,35,2,9,0.002296924591064453,1,RecursiveSolvable,1.0
"IEit~~}nw
",10,34,8,8,0.0052568912506103516,1,RecursiveSolvable,1.0
"IEit~~}zw
",10,34,4,8,0.0003752708435058594,0,RecursiveSolvable,0.0
"IEit~~}~W
",10,34,4,8,0.001033782958984375,0,RecursiveSolvable,0.0
"IEit~~}~o
",10,34,4,8,0.000926971435546875,0,RecursiveSolvable,0.0
"IEit~~}~w
",10,35,4,9,0.0009315013885498047,0,RecursiveSolvable,0.0
"IEit~~~~w
",10,36,4,9,0.0011179447174072266,0,RecursiveSolvable,0.0
"IEiv^Z~~w
",10,34,5,9,0.0010578632354736328,0,RecursiveSolvable,0.0
"IEiv^^n~w
",10,34,4,9,0.0003952980041503906,0,RecursiveSolvable,0.0
"IEiv^^}~w
",10,34,2,9,0.0016973018646240234,1,RecursiveSolvable,1.0
"IEiv^^~~w
",10,35,5,9,0.0006256103515625,0,RecursiveSolvable,0.0
"IEiv^r~~w
",10,34,5,9,0.0012145042419433594,0,RecursiveSolvable,0.0
"IEiv^z|~w
",10,34,5,9,0.0008227825164794922,0,RecursiveSolvable,0.0
"IEiv^z}~w
",10,34,5,9,0.0005857944488525391,0,RecursiveSolvable,0.0
"IEiv^z~~w
",10,35,5,9,0.001402139663696289,0,RecursiveSolvable,0.0
"IEiv^~}zw
",10,34,1,8,0.0011391639709472656,1,RecursiveSolvable,1.0
"IEiv^~}~W
",10,34,5,8,0.0014071464538574219,0,RecursiveSolvable,0.0
"IEiv^~}~w
",10,35,5,9,0.0008711814880371094,0,RecursiveSolvable,0.0
"IEiv^~~~w
",10,36,5,9,0.0010554790496826172,0,RecursiveSolvable,0.0
"IEivj|~~w
",10,34,5,9,0.0004649162292480469,0,RecursiveSolvable,0.0
"IEivj}~~w
",10,34,4,9,0.0019121170043945312,0,RecursiveSolvable,0.0
"IEivj~n~w
",10,34,5,9,0.0005421638488769531,0,RecursiveSolvable,0.0
"IEivj~z~w
",10,34,5,9,0.0005445480346679688,0,RecursiveSolvable,0.0
"IEivj~}~w
",10,34,5,9,0.0004994869232177734,0,RecursiveSolvable,0.0
"IEivj~~~w
",10,35,5,9,0.00040984153747558594,0,RecursiveSolvable,0.0
"IEivlz~~w
",10,34,1,9,0.0009527206420898438,1,RecursiveSolvable,1.0
"IEivl}~~w
",10,34,1,9,0.0021605491638183594,1,RecursiveSolvable,1.0
"IEivl~n~w
",10,34,4,9,0.0005137920379638672,0,RecursiveSolvable,0.0
"IEivl~}~w
",10,34,4,9,0.00043010711669921875,0,RecursiveSolvable,0.0
"IEivl~~~w
",10,35,6,9,0.004984140396118164,1,RecursiveSolvable,1.0
"IEivmz~~w
",10,34,3,9,0.002468585968017578,1,RecursiveSolvable,1.0
"IEivm}~~w
",10,34,4,9,0.0010387897491455078,0,RecursiveSolvable,0.0
"IEivm~n~w
",10,34,5,9,0.0010762214660644531,0,RecursiveSolvable,0.0
"IEivm~z~w
",10,34,5,9,0.0005445480346679688,0,RecursiveSolvable,0.0
"IEivm~~~w
",10,35,5,9,0.0014345645904541016,0,RecursiveSolvable,0.0
"IEivnZ~~w
",10,34,5,9,0.001664876937866211,0,RecursiveSolvable,0.0
"IEivn^n~w
",10,34,5,9,0.001054525375366211,0,RecursiveSolvable,0.0
"IEivn^}~w
",10,34,5,9,0.0004265308380126953,0,RecursiveSolvable,0.0
"IEivn^~~w
",10,35,5,9,0.0006079673767089844,0,RecursiveSolvable,0.0
"IEivnj~~w
",10,34,4,9,0.0004699230194091797,0,RecursiveSolvable,0.0
"IEivnl~~w
",10,34,4,9,0.0014955997467041016,0,RecursiveSolvable,0.0
"IEivnm~~w
",10,34,4,9,0.0016753673553466797,0,RecursiveSolvable,0.0
"IEivnn^~w
",10,34,1,9,0.0016112327575683594,1,RecursiveSolvable,1.0
"IEivnnn~w
",10,34,4,9,0.0011184215545654297,0,RecursiveSolvable,0.0
"IEivnnv~w
",10,34,3,9,0.0010936260223388672,0,RecursiveSolvable,0.0
"IEivnnz~w
",10,34,2,9,0.0016503334045410156,1,RecursiveSolvable,1.0
"IEivnn}~w
",10,34,2,9,0.0021636486053466797,1,RecursiveSolvable,1.0
"IEivnn~~w
",10,35,4,9,0.0008294582366943359,0,RecursiveSolvable,0.0
"IEivnu~~w
",10,34,4,9,0.0005402565002441406,0,RecursiveSolvable,0.0
"IEivnvn~w
",10,34,5,9,0.0014712810516357422,0,RecursiveSolvable,0.0
"IEivnvz~w
",10,34,5,9,0.0014905929565429688,0,RecursiveSolvable,0.0
"IEivnv}~w
",10,34,5,9,0.0003960132598876953,0,RecursiveSolvable,0.0
"IEivnv~~w
",10,35,5,9,0.0009222030639648438,0,RecursiveSolvable,0.0
"IEivnx~~w
",10,34,1,9,0.0011448860168457031,1,RecursiveSolvable,1.0
"IEivny~~w
",10,34,4,9,0.00046181678771972656,0,RecursiveSolvable,0.0
"IEivnz^~w
",10,34,5,9,0.0005056858062744141,0,RecursiveSolvable,0.0
"IEivnzn~w
",10,34,5,9,0.0005390644073486328,0,RecursiveSolvable,0.0
"IEivnzz~w
",10,34,5,9,0.0011620521545410156,0,RecursiveSolvable,0.0
"IEivnz|~w
",10,34,1,9,0.001047372817993164,1,RecursiveSolvable,1.0
"IEivnz}~w
",10,34,1,9,0.001617431640625,1,RecursiveSolvable,1.0
"IEivnz~~w
",10,35,5,9,0.0011043548583984375,0,RecursiveSolvable,0.0
"IEivn~}^w
",10,34,5,8,0.0009593963623046875,0,RecursiveSolvable,0.0
"IEivn~}nw
",10,34,4,8,0.0005035400390625,0,RecursiveSolvable,0.0
"IEivn~}vw
",10,34,5,8,0.0004558563232421875,0,RecursiveSolvable,0.0
"IEivn~}zw
",10,34,5,8,0.0009238719940185547,0,RecursiveSolvable,0.0
"IEivn~}|w
",10,34,4,8,0.0004673004150390625,0,RecursiveSolvable,0.0
"IEivn~}}w
",10,34,5,8,0.0009038448333740234,0,RecursiveSolvable,0.0
"IEivn~}~W
",10,34,5,8,0.0012395381927490234,0,RecursiveSolvable,0.0
"IEivn~}~o
",10,34,5,8,0.0004544258117675781,0,RecursiveSolvable,0.0
"IEivn~}~w
",10,35,5,9,0.0004639625549316406,0,RecursiveSolvable,0.0
"IEivn~~~w
",10,36,5,9,0.001239776611328125,0,RecursiveSolvable,0.0
"IEivrz~~w
",10,34,5,9,0.0004146099090576172,0,RecursiveSolvable,0.0
"IEivr}~~w
",10,34,4,9,0.000392913818359375,0,RecursiveSolvable,0.0
"IEivr~n~w
",10,34,5,9,0.0005655288696289062,0,RecursiveSolvable,0.0
"IEivr~~~w
",10,35,5,9,0.0016353130340576172,0,RecursiveSolvable,0.0
"IEivtz~~w
",10,34,4,9,0.000989675521850586,0,RecursiveSolvable,0.0
"IEivt}~~w
",10,34,3,9,0.00042176246643066406,0,RecursiveSolvable,0.0
"IEivt~n~w
",10,34,7,9,0.004450798034667969,1,RecursiveSolvable,1.0
"IEivt~|~w
",10,34,4,9,0.00046896934509277344,0,RecursiveSolvable,0.0
"IEivt~}~w
",10,34,4,9,0.0015761852264404297,0,RecursiveSolvable,0.0
"IEivt~~~w
",10,35,4,9,0.0004677772521972656,0,RecursiveSolvable,0.0
"IEivuz~~w
",10,34,5,9,0.0009937286376953125,0,RecursiveSolvable,0.0
"IEivv^n~w
",10,34,5,9,0.0004341602325439453,0,RecursiveSolvable,0.0
"IEivv^}~w
",10,34,5,9,0.000392913818359375,0,RecursiveSolvable,0.0
"IEivv^~~w
",10,35,5,9,0.0006008148193359375,0,RecursiveSolvable,0.0
"IEivvj~~w
",10,34,5,9,0.0004622936248779297,0,RecursiveSolvable,0.0
"IEivvr~~w
",10,34,5,9,0.0008585453033447266,0,RecursiveSolvable,0.0
"IEivvt~~w
",10,34,5,9,0.0005941390991210938,0,RecursiveSolvable,0.0
"IEivvu~~w
",10,34,4,9,0.0011394023895263672,0,RecursiveSolvable,0.0
"IEivvvn~w
",10,34,5,9,0.0005834102630615234,0,RecursiveSolvable,0.0
"IEivvvz~w
",10,34,4,9,0.0005915164947509766,0,RecursiveSolvable,0.0
"IEivvv}~w
",10,34,3,9,0.002832174301147461,1,RecursiveSolvable,1.0
"IEivvv~~w
",10,35,5,9,0.0009808540344238281,0,RecursiveSolvable,0.0
"IEivvx~~w
",10,34,5,9,0.00042557716369628906,0,RecursiveSolvable,0.0
"IEivvzn~w
",10,34,5,9,0.0005915164947509766,0,RecursiveSolvable,0.0
"IEivvz|~w
",10,34,5,9,0.0004711151123046875,0,RecursiveSolvable,0.0
"IEivvz}~w
",10,34,5,9,0.0004200935363769531,0,RecursiveSolvable,0.0
"IEivvz~~w
",10,35,1,9,0.0010428428649902344,1,RecursiveSolvable,1.0
"IEivv~}^w
",10,34,5,8,0.0004220008850097656,0,RecursiveSolvable,0.0
"IEivv~}nw
",10,34,4,8,0.0015134811401367188,0,RecursiveSolvable,0.0
"IEivv~}zw
",10,34,5,8,0.0004799365997314453,0,RecursiveSolvable,0.0
"IEivv~}}w
",10,34,5,8,0.0010221004486083984,0,RecursiveSolvable,0.0
"IEivv~}~W
",10,34,5,8,0.0009636878967285156,0,RecursiveSolvable,0.0
"IEivv~}~o
",10,34,5,8,0.0005218982696533203,0,RecursiveSolvable,0.0
"IEivv~}~w
",10,35,5,9,0.0005140304565429688,0,RecursiveSolvable,0.0
"IEivv~~~w
",10,36,5,9,0.0006053447723388672,0,RecursiveSolvable,0.0
"IEiv~z{~w
",10,34,5,9,0.0008962154388427734,0,RecursiveSolvable,0.0
"IEiv~z}zw
",10,34,5,8,0.0010275840759277344,0,RecursiveSolvable,0.0
"IEiv~z}~g
",10,34,5,8,0.0010695457458496094,0,RecursiveSolvable,0.0
"IEiv~z}~o
",10,34,5,8,0.0009326934814453125,0,RecursiveSolvable,0.0
"IEiv~z}~w
",10,35,5,9,0.0009846687316894531,0,RecursiveSolvable,0.0
"IEiv~z~~o
",10,35,5,8,0.0005481243133544922,0,RecursiveSolvable,0.0
"IEiv~z~~w
",10,36,5,9,0.0010881423950195312,0,RecursiveSolvable,0.0
"IEiv~~~~w
",10,37,5,9,0.0011219978332519531,0,RecursiveSolvable,0.0
"IEj\r|~~w
",10,34,4,9,0.003495931625366211,1,RecursiveSolvable,1.0
"IEj\r~^~w
",10,34,2,9,0.001714468002319336,1,RecursiveSolvable,1.0
"IEj\r~}~w
",10,34,5,9,0.0008044242858886719,0,RecursiveSolvable,0.0
"IEj\r~~~w
",10,35,5,9,0.0009410381317138672,0,RecursiveSolvable,0.0
"IEj\u}~~w
",10,34,4,9,0.0005152225494384766,0,RecursiveSolvable,0.0
"IEj\u~^~w
",10,34,3,9,0.0010662078857421875,0,RecursiveSolvable,0.0
"IEj\u~}~w
",10,34,4,9,0.0004763603210449219,0,RecursiveSolvable,0.0
"IEj\u~~~w
",10,35,4,9,0.0005714893341064453,0,RecursiveSolvable,0.0
"IEj\vx~~w
",10,34,5,9,0.0005064010620117188,0,RecursiveSolvable,0.0
"IEj\vy~~w
",10,34,6,9,0.004309892654418945,1,RecursiveSolvable,1.0
"IEj\vz^~w
",10,34,4,9,0.00041866302490234375,0,RecursiveSolvable,0.0
"IEj\vzn~w
",10,34,5,9,0.0004639625549316406,0,RecursiveSolvable,0.0
"IEj\vzv~w
",10,34,5,9,0.0010018348693847656,0,RecursiveSolvable,0.0
"IEj\vzz~w
",10,34,5,9,0.001695871353149414,0,RecursiveSolvable,0.0
"IEj\vz|~w
",10,34,12,9,0.009213447570800781,1,RecursiveSolvable,1.0
"IEj\vz}~w
",10,34,5,9,0.0004184246063232422,0,RecursiveSolvable,0.0
"IEj\vz~~w
",10,35,5,9,0.00046896934509277344,0,RecursiveSolvable,0.0
"IEj\v~}^w
",10,34,5,8,0.0009801387786865234,0,RecursiveSolvable,0.0
"IEj\v~}vw
",10,34,4,8,0.001577138900756836,0,RecursiveSolvable,0.0
"IEj\v~}~W
",10,34,5,8,0.0009026527404785156,0,RecursiveSolvable,0.0
"IEj\v~}~o
",10,34,5,8,0.0014884471893310547,0,RecursiveSolvable,0.0
"IEj\v~}~w
",10,35,5,9,0.0009000301361083984,0,RecursiveSolvable,0.0
"IEj\v~~~w
",10,36,1,9,0.0017762184143066406,1,RecursiveSolvable,1.0
"IEj\~p~~w
",10,34,5,9,0.0008325576782226562,0,RecursiveSolvable,0.0
"IEj\~r^~w
",10,34,4,9,0.0004627704620361328,0,RecursiveSolvable,0.0
"IEj\~rv~w
",10,34,5,9,0.0011415481567382812,0,RecursiveSolvable,0.0
"IEj\~r|~w
",10,34,5,9,0.0009701251983642578,0,RecursiveSolvable,0.0
"IEj\~r}~w
",10,34,5,9,0.0038306713104248047,1,RecursiveSolvable,1.0
"IEj\~r~~o
",10,34,1,8,0.001531839370727539,1,RecursiveSolvable,1.0
"IEj\~r~~w
",10,35,5,9,0.0008819103240966797,0,RecursiveSolvable,0.0
"IEj\~~}~o
",10,35,5,8,0.0009202957153320312,0,RecursiveSolvable,0.0
"IEj\~~}~w
",10,36,5,9,0.0005064010620117188,0,RecursiveSolvable,0.0
"IEj\~~~~w
",10,37,5,9,0.0012538433074951172,0,RecursiveSolvable,0.0
"IEj]|}~~w
",10,35,4,9,0.0006070137023925781,0,RecursiveSolvable,0.0
"IEj]|~~~w
",10,36,4,9,0.0010607242584228516,0,RecursiveSolvable,0.0
"IEj]}}~nw
",10,34,1,8,0.001199960708618164,1,RecursiveSolvable,1.0
"IEj]}}~~w
",10,35,3,9,0.0011048316955566406,0,RecursiveSolvable,0.0
"IEj]}~^nw
",10,34,2,8,0.0005238056182861328,0,RecursiveSolvable,0.0
"IEj]}~^vw
",10,34,1,8,0.0017800331115722656,1,RecursiveSolvable,1.0
"IEj]}~^~o
",10,34,4,8,0.00421905517578125,1,RecursiveSolvable,1.0
"IEj]}~^~w
",10,35,2,9,0.0010986328125,0,RecursiveSolvable,0.0
"IEj]}~}^w
",10,34,3,8,0.00043010711669921875,0,RecursiveSolvable,0.0
"IEj]}~}nw
",10,34,3,8,0.0009469985961914062,0,RecursiveSolvable,0.0
"IEj]}~}zw
",10,34,3,8,0.0010180473327636719,0,RecursiveSolvable,0.0
"IEj]}~}|w
",10,34,3,8,0.0005047321319580078,0,RecursiveSolvable,0.0
"IEj]}~}~g
",10,34,3,8,0.0015325546264648438,0,RecursiveSolvable,0.0
"IEj]}~}~o
",10,34,3,8,0.0008974075317382812,0,RecursiveSolvable,0.0
"IEj]}~}~w
",10,35,3,9,0.0009660720825195312,0,RecursiveSolvable,0.0
"IEj]}~~~w
",10,36,1,9,0.001035928726196289,1,RecursiveSolvable,1.0
"IEj]~p~~w
",10,34,4,9,0.0004639625549316406,0,RecursiveSolvable,0.0
"IEj]~q~~w
",10,34,4,9,0.0008497238159179688,0,RecursiveSolvable,0.0
"IEj]~r^~w
",10,34,3,9,0.0004870891571044922,0,RecursiveSolvable,0.0
"IEj]~rn~w
",10,34,4,9,0.0010445117950439453,0,RecursiveSolvable,0.0
"IEj]~rv~w
",10,34,3,9,0.003458738327026367,1,RecursiveSolvable,1.0
"IEj]~r|~w
",10,34,4,9,0.0009636878967285156,0,RecursiveSolvable,0.0
"IEj]~r}~w
",10,34,4,9,0.0010826587677001953,0,RecursiveSolvable,0.0
"IEj]~r~~o
",10,34,4,8,0.0009710788726806641,0,RecursiveSolvable,0.0
"IEj]~r~~w
",10,35,3,9,0.002508878707885742,1,RecursiveSolvable,1.0
"IEj]~x~^w
",10,34,4,8,0.0005016326904296875,0,RecursiveSolvable,0.0
"IEj]~x~nw
",10,34,4,8,0.0004761219024658203,0,RecursiveSolvable,0.0
"IEj]~x~zw
",10,34,8,8,0.006766796112060547,1,RecursiveSolvable,1.0
"IEj]~x~~o
",10,34,4,8,0.0005009174346923828,0,RecursiveSolvable,0.0
"IEj]~x~~w
",10,35,1,9,0.0015671253204345703,1,RecursiveSolvable,1.0
"IEj]~y~nw
",10,34,5,8,0.005080461502075195,1,RecursiveSolvable,1.0
"IEj]~y~~w
",10,35,4,9,0.0005605220794677734,0,RecursiveSolvable,0.0
"IEj]~znnw
",10,34,4,8,0.0025625228881835938,0,RecursiveSolvable,0.0
"IEj]~znzw
",10,34,4,8,0.00051116943359375,0,RecursiveSolvable,0.0
"IEj]~zn~g
",10,34,4,8,0.0005021095275878906,0,RecursiveSolvable,0.0
"IEj]~zn~o
",10,34,11,8,0.007473945617675781,1,RecursiveSolvable,1.0
"IEj]~zn~w
",10,35,4,9,0.00047206878662109375,0,RecursiveSolvable,0.0
"IEj]~zv^w
",10,34,4,8,0.00098419189453125,0,RecursiveSolvable,0.0
"IEj]~zvnw
",10,34,4,8,0.0004551410675048828,0,RecursiveSolvable,0.0
"IEj]~zvzw
",10,34,4,8,0.0009233951568603516,0,RecursiveSolvable,0.0
"IEj]~zv|w
",10,34,4,8,0.0005452632904052734,0,RecursiveSolvable,0.0
"IEj]~zv~o
",10,34,4,8,0.0010106563568115234,0,RecursiveSolvable,0.0
"IEj]~zv~w
",10,35,4,9,0.0008051395416259766,0,RecursiveSolvable,0.0
"IEj]~zy~w
",10,34,4,9,0.000919342041015625,0,RecursiveSolvable,0.0
"IEj]~zz^w
",10,34,7,8,0.004447460174560547,1,RecursiveSolvable,1.0
"IEj]~zznw
",10,34,4,8,0.0015981197357177734,0,RecursiveSolvable,0.0
"IEj]~zzvw
",10,34,2,8,0.00144195556640625,1,RecursiveSolvable,1.0
"IEj]~zzzw
",10,34,4,8,0.0022263526916503906,0,RecursiveSolvable,0.0
"IEj]~zz|w
",10,34,4,8,0.0010073184967041016,0,RecursiveSolvable,0.0
"IEj]~zz~o
",10,34,4,8,0.0014064311981201172,0,RecursiveSolvable,0.0
"IEj]~zz~w
",10,35,0,9,0.0014688968658447266,1,RecursiveSolvable,1.0
"IEj]~z|^w
",10,34,4,8,0.0004677772521972656,0,RecursiveSolvable,0.0
"IEj]~z|nw
",10,34,4,8,0.0010001659393310547,0,RecursiveSolvable,0.0
"IEj]~z|zw
",10,34,4,8,0.00046944618225097656,0,RecursiveSolvable,0.0
"IEj]~z||w
",10,34,4,8,0.0014255046844482422,0,RecursiveSolvable,0.0
"IEj]~z|}w
",10,34,4,8,0.0015366077423095703,0,RecursiveSolvable,0.0
"IEj]~z|~W
",10,34,4,8,0.00047588348388671875,0,RecursiveSolvable,0.0
"IEj]~z|~o
",10,34,2,8,0.002743244171142578,1,RecursiveSolvable,1.0
"IEj]~z|~w
",10,35,4,9,0.0004057884216308594,0,RecursiveSolvable,0.0
"IEj]~z}^w
",10,34,4,8,0.0005309581756591797,0,RecursiveSolvable,0.0
"IEj]~z}nw
",10,34,4,8,0.0016021728515625,0,RecursiveSolvable,0.0
"IEj]~z}|w
",10,34,4,8,0.0009989738464355469,0,RecursiveSolvable,0.0
"IEj]~z}~g
",10,34,4,8,0.0009582042694091797,0,RecursiveSolvable,0.0
"IEj]~z}~o
",10,34,4,8,0.0003902912139892578,0,RecursiveSolvable,0.0
"IEj]~z}~w
",10,35,4,9,0.0003960132598876953,0,RecursiveSolvable,0.0
"IEj]~z~~w
",10,36,4,9,0.0005612373352050781,0,RecursiveSolvable,0.0
"IEj]~~}nw
",10,35,4,8,0.0005180835723876953,0,RecursiveSolvable,0.0
"IEj]~~}vw
",10,35,3,8,0.0016868114471435547,0,RecursiveSolvable,0.0
"IEj]~~}~W
",10,35,4,8,0.0005609989166259766,0,RecursiveSolvable,0.0
"IEj]~~}~o
",10,35,4,8,0.0011365413665771484,0,RecursiveSolvable,0.0
"IEj]~~}~w
",10,36,4,9,0.0014824867248535156,0,RecursiveSolvable,0.0
"IEj]~~~~w
",10,37,4,9,0.0006344318389892578,0,RecursiveSolvable,0.0
"IEj^r|~^w
",10,34,1,8,0.0015361309051513672,1,RecursiveSolvable,1.0
"IEj^r|~nw
",10,34,2,8,0.0020520687103271484,1,RecursiveSolvable,1.0
"IEj^r|~zw
",10,34,5,8,0.0010890960693359375,0,RecursiveSolvable,0.0
"IEj^r|~~o
",10,34,5,8,0.000949859619140625,0,RecursiveSolvable,0.0
"IEj^r|~~w
",10,35,5,9,0.0009272098541259766,0,RecursiveSolvable,0.0
"IEj^r}~nw
",10,34,4,8,0.0011010169982910156,0,RecursiveSolvable,0.0
"IEj^r}~~g
",10,34,5,8,0.004030704498291016,1,RecursiveSolvable,1.0
"IEj^r}~~o
",10,34,5,8,0.0009272098541259766,0,RecursiveSolvable,0.0
"IEj^r}~~w
",10,35,5,9,0.0014126300811767578,0,RecursiveSolvable,0.0
"IEj^r~nnw
",10,34,5,8,0.0003845691680908203,0,RecursiveSolvable,0.0
"IEj^r~nzw
",10,34,2,8,0.002103090286254883,1,RecursiveSolvable,1.0
"IEj^r~n~w
",10,35,2,9,0.0016543865203857422,1,RecursiveSolvable,1.0
"IEj^r~{~w
",10,34,3,9,0.002428770065307617,1,RecursiveSolvable,1.0
"IEj^r~}zw
",10,34,5,8,0.0010013580322265625,0,RecursiveSolvable,0.0
"IEj^r~}|w
",10,34,5,8,0.00041866302490234375,0,RecursiveSolvable,0.0
"IEj^r~}~g
",10,34,5,8,0.0015392303466796875,0,RecursiveSolvable,0.0
"IEj^r~}~o
",10,34,5,8,0.0004296302795410156,0,RecursiveSolvable,0.0
"IEj^r~}~w
",10,35,5,9,0.00047516822814941406,0,RecursiveSolvable,0.0
"IEj^r~~~w
",10,36,5,9,0.00042510032653808594,0,RecursiveSolvable,0.0
"IEj^t}~nw
",10,34,1,8,0.0017139911651611328,1,RecursiveSolvable,1.0
"IEj^t}~~w
",10,35,4,9,0.0010166168212890625,0,RecursiveSolvable,0.0
"IEj^t~{~w
",10,34,5,9,0.000537872314453125,0,RecursiveSolvable,0.0
"IEj^t~}vw
",10,34,1,8,0.00103759765625,1,RecursiveSolvable,1.0
"IEj^t~}~o
",10,34,5,8,0.0009751319885253906,0,RecursiveSolvable,0.0
"IEj^t~}~w
",10,35,5,9,0.0010106563568115234,0,RecursiveSolvable,0.0
"IEj^t~~~w
",10,36,5,9,0.0016326904296875,0,RecursiveSolvable,0.0
"IEj^v]~nw
",10,34,4,8,0.0014302730560302734,0,RecursiveSolvable,0.0
"IEj^v]~~g
",10,34,5,8,0.0009624958038330078,0,RecursiveSolvable,0.0
"IEj^v]~~w
",10,35,5,9,0.0011544227600097656,0,RecursiveSolvable,0.0
"IEj^v^nnw
",10,34,6,8,0.003888845443725586,1,RecursiveSolvable,1.0
"IEj^v^nzw
",10,34,4,8,0.0005362033843994141,0,RecursiveSolvable,0.0
"IEj^v^n~W
",10,34,5,8,0.0009233951568603516,0,RecursiveSolvable,0.0
"IEj^v^n~o
",10,34,1,8,0.0016429424285888672,1,RecursiveSolvable,1.0
"IEj^v^n~w
",10,35,1,9,0.0020842552185058594,1,RecursiveSolvable,1.0
"IEj^v^{~w
",10,34,5,9,0.0009036064147949219,0,RecursiveSolvable,0.0
"IEj^v^|^w
",10,34,5,8,0.0016131401062011719,0,RecursiveSolvable,0.0
"IEj^v^|nw
",10,34,5,8,0.0015597343444824219,0,RecursiveSolvable,0.0
"IEj^v^||w
",10,34,5,8,0.0008752346038818359,0,RecursiveSolvable,0.0
"IEj^v^|~W
",10,34,5,8,0.0004401206970214844,0,RecursiveSolvable,0.0
"IEj^v^|~g
",10,34,5,8,0.0005469322204589844,0,RecursiveSolvable,0.0
"IEj^v^|~o
",10,34,1,8,0.0017418861389160156,1,RecursiveSolvable,1.0
"IEj^v^|~w
",10,35,5,9,0.0005996227264404297,0,RecursiveSolvable,0.0
"IEj^v^}^w
",10,34,5,8,0.0010523796081542969,0,RecursiveSolvable,0.0
"IEj^v^}|w
",10,34,1,8,0.0015332698822021484,1,RecursiveSolvable,1.0
"IEj^v^}~g
",10,34,5,8,0.0007560253143310547,0,RecursiveSolvable,0.0
"IEj^v^}~o
",10,34,5,8,0.0004591941833496094,0,RecursiveSolvable,0.0
"IEj^v^}~w
",10,35,1,9,0.0010502338409423828,1,RecursiveSolvable,1.0
"IEj^v^~~w
",10,36,5,9,0.0009174346923828125,0,RecursiveSolvable,0.0
"IEj^vl~^w
",10,34,5,8,0.0009224414825439453,0,RecursiveSolvable,0.0
"IEj^vl~nw
",10,34,4,8,0.00315093994140625,1,RecursiveSolvable,1.0
"IEj^vl~zw
",10,34,5,8,0.0003719329833984375,0,RecursiveSolvable,0.0
"IEj^vl~~g
",10,34,5,8,0.0008394718170166016,0,RecursiveSolvable,0.0
"IEj^vl~~w
",10,35,5,9,0.0005340576171875,0,RecursiveSolvable,0.0
"IEj^vm~nw
",10,34,4,8,0.0005385875701904297,0,RecursiveSolvable,0.0
"IEj^vm~~g
",10,34,3,8,0.0025670528411865234,1,RecursiveSolvable,1.0
"IEj^vm~~o
",10,34,5,8,0.0010554790496826172,0,RecursiveSolvable,0.0
"IEj^vm~~w
",10,35,5,9,0.001064300537109375,0,RecursiveSolvable,0.0
"IEj^vnnnw
",10,34,1,8,0.0012288093566894531,1,RecursiveSolvable,1.0
"IEj^vnnzw
",10,34,5,8,0.0005359649658203125,0,RecursiveSolvable,0.0
"IEj^vnn~g
",10,34,5,8,0.0003838539123535156,0,RecursiveSolvable,0.0
"IEj^vnn~w
",10,35,5,9,0.0015473365783691406,0,RecursiveSolvable,0.0
"IEj^vnv^w
",10,34,5,8,0.001382589340209961,0,RecursiveSolvable,0.0
"IEj^vnvnw
",10,34,1,8,0.0015683174133300781,1,RecursiveSolvable,1.0
"IEj^vnvzw
",10,34,5,8,0.0010404586791992188,0,RecursiveSolvable,0.0
"IEj^vnv|w
",10,34,5,8,0.0047566890716552734,1,RecursiveSolvable,1.0
"IEj^vnv~o
",10,34,1,8,0.001440286636352539,1,RecursiveSolvable,1.0
"IEj^vnv~w
",10,35,5,9,0.0015037059783935547,0,RecursiveSolvable,0.0
"IEj^vn{~w
",10,34,5,9,0.0009567737579345703,0,RecursiveSolvable,0.0
"IEj^vn}~g
",10,34,5,8,0.0008957386016845703,0,RecursiveSolvable,0.0
"IEj^vn}~o
",10,34,5,8,0.0009853839874267578,0,RecursiveSolvable,0.0
"IEj^vn}~w
",10,35,5,9,0.00041675567626953125,0,RecursiveSolvable,0.0
"IEj^vn~~w
",10,36,3,9,0.0035746097564697266,1,RecursiveSolvable,1.0
"IEj^vt~^w
",10,34,5,8,0.0004825592041015625,0,RecursiveSolvable,0.0
"IEj^vt~nw
",10,34,5,8,0.0010709762573242188,0,RecursiveSolvable,0.0
"IEj^vt~zw
",10,34,5,8,0.0008950233459472656,0,RecursiveSolvable,0.0
"IEj^vt~~o
",10,34,5,8,0.0010564327239990234,0,RecursiveSolvable,0.0
"IEj^vt~~w
",10,35,5,9,0.0009021759033203125,0,RecursiveSolvable,0.0
"IEj^vu~nw
",10,34,4,8,0.0009918212890625,0,RecursiveSolvable,0.0
